"Eintrag";"Quelle";"Seite";"Amt";"Hofherr";"Laufnr";"Name";"Dienstbeginn";"Abraitung";"Erstaufnahme";"Quellenkommentar";"Bearbeiterkommentar";"Anmerkung";"Sort";"F41"
"1630";"KF 1";"7v";"K";"F2";"92";"von Opperstorff Freyherr";"1617";;"mh";;;;;"14514"
"1631";"KF 1";"7v";"K";"F2";"93";"von Liebenthal Freyherr";"1617";;"mh";;;;;"11545"
"1632";"KF 1";"7v";"K";"F2";"94";"Giovan Vicenzo Graff von Arch";"1617";;"mh";;;;;"13391"
"1633";"KF 1";"7v";"K";"F2";"95";"Zdenckho von Collobrath Freyherr";"1617";;"mh";;;;;"10749"
"1634";"KF 1";"7v";"K";"F2";"96";"Psessovitsch Freyherr";"1617";;"mh";;;;;"10128"
"1635";"KF 1";"7v";"K";"F2";"97";"Georg Conradt Graff von Fresin";"1617";;"mh";;;;;"14560"
"1636";"KF 1";"7v";"K";"F2";"98";"Eitl Friderich Graff zu Hohen Zollern";"1617";;"mh";;;;;"12460"
"1637";"KF 1";"7v";"K";"F2";"99";"Gilberto von Santilier";"1617";;"mh";;;;;"13121"
"1638";"KF 1";"7v";"K";"F2";"100";"Maximilian von Walnstain Freyherr";"1617";;"mh";;;;;"10031"
"1639";"KF 1";"7v";"K";"F2";"101";"Steffan von Haimb Freyherr";"1617";;"mh";;;;;"11148"
"1640";"KF 1";"7v";"K";"F2";"102";"Hanß Brußkhofskhi Freyherr";"1617";;"mh";;;;;"10542"
"1641";"KF 1";"7v";"K";"F2";"103";"Jaroßlaw von Collabrath Freyherr";"1617";;"mh";;;;;"10767"
"1642";"KF 1";"7v";"K";"F2";"104";"Sesima Zweedwi Freyherr";"1617";;"mh";;;;;"10967"
"1643";"KF 1";"7v";"K";"F2";"105";"Adam Freyherr von Herbenstorff";"1617";;"mh";;;;;"14158"
"1644";"KF 1";"7v";"K";"F2";"106";"Graff Anthonio von Pia";"1617";;"mh";;;;;"15769"
"1645";"KF 1";"7v";"K";"F2";"107";"Litiz Freyherr";"1617";;"mh";;;;;"10008"
"1646";"KF 1";"7v";"K";"F2";"108";"Adam von Sternberg Freyherr";"1617";;"mh";;;;;"10972"
"1647";"KF 1";"8r";"K";"F2";"109";"Fürst v(on) der Ligniz";"1617";;"mh";;;;;"13709"
"1648";"KF 1";"8r";"K";"F2";"110";"von der Leyl Freyherr";"1617";;"mh";;;;;"16941"
"1649";"KF 1";"8r";"K";"F2";"111";"Adam Linzekh Freyherr";"1617";;"mh";;;;;"17478"
"1650";"KF 1";"8r";"K";"F2";"112";"Theratin Freyherr";"1617";;"mh";;;;;"14611"
"1651";"KF 1";"8r";"K";"F2";"113";"Christopff Sigmundt von Thun Graff";"1617";;"mh";;;"abweichender Vorname als Irrtum des Schreibers gewertet";"1617";"10002"
"1652";"KF 1";"8r";"K";"F2";"114";"Niclaß Palffi Freyherr";"1618";;"mh";;;;;"10033"
"1653";"KF 1";"8r";"K";"F2";"115";"Don Matheo Margraff";"1618";;"mh";;;;;"11630"
"1654";"KF 1";"8r";"K";"F2";"116";"Julius Hainrich Fürst von Weinmayr";"1618";;"mh";;;"Weimar statt Lauenburg als Irrtum des Schreibers gewertet";;"12671"
"1655";"KF 1";"8r";"K";"F2";"117";"Veith Hainrich Graff von Thun";"1618";;"mh";;;;;"12974"
"1656";"KF 1";"8r";"K";"F2";"118";"Friderich von Mersperg Freyherr";"1618";;"mh";;;;;"12731"
"1657";"KF 1";"8r";"K";"F2";"119";"Rambaldo Graff von Collaldo";"1618";;"mh";;;;;"10105"
"1658";"KF 1";"8r";"K";"F2";"120";"Peter Pelasi Freyherr";"1618";;"mh";;;;;"12696"
"1659";"KF 1";"8r";"K";"F2";"121";"Graff Wratislaw v(on) Furstenberg der Elter";"1618";;"mh";;;;;"10220"
"1660";"KF 1";"8r";"K";"F2";"122";"Friedrich von Thallenberg Freyherr";"1618";;"mh";;;;;"10682"
"1661";"KF 1";"8r";"K";"F2";"123";"Hanß Friderich von Herbenstain Freyherr";"1618";;"mh";;;;;"19631"
"1662";"KF 1";"8r";"K";"F2";"124";"Hannß Palffi Freyherr";"1618";;"mh";;;;;"10029"
"1663";"KF 1";"8r";"K";"F2";"125";"Christopff Bamfi Freyherr";"1618";;"mh";;;;;"12958"
"1664";"KF 1";"8r";"K";"F2";"126";"Paul Ragozi Freyherr";"1618";;"mh";;;;;"12013"
"1665";"KF 1";"8r";"K";"F2";"127";"Steffan Dozi Freyherr";"1618";;"mh";;;;;"12689"
"1666";"KF 1";"8v";"K";"F2";"128";"von Egg Freyherr";"1618";;"mh";;;;;"11520"
"1667";"KF 1";"8v";"K";"F2";"129";"Wilhelmb Popel Freyherr";"1618";;"mh";;;;;"10295"
"1668";"KF 1";"8v";"K";"F2";"130";"Melchior Alaghii Freyherr";"1618";;"mh";;;;;"12920"
"1669";"KF 1";"8v";"K";"F2";"131";"Niclaß Traßkhovitsch Freyherr";"1618";;"mh";;;;;"11007"
"1670";"KF 1";"8v";"K";"F2";"132";"Hannß Jacob Kurtz Freyherr";"1618";;"mh";;;;;"11410"
"1671";"KF 1";"8v";"K";"F2";"133";"Georg von Wiermb der Elter Freyherr";"1618";;"mh";;;;;"10429"
"1672";"KF 1";"8v";"K";"F2";"134";"Adam von Walnstain Freyherr";"1618";;"mh";;;;;"10041"
"1673";"KF 1";"8v";"K";"F2";"135";"Wratißlaw der Jünger Graff von Fürstenberg";"1618";;"mh";;;;;"10221"
"1674";"KF 1";"8v";"K";"F2";"136";"Friderich Graff von Fürstenberg";"1618";;"mh";;;;;"17222"
"1675";"KF 1";"8v";"K";"F2";"137";"Burian Werkha Freyherr";"1618";;"mh";;;;;"11728"
"1676";"KF 1";"8v";"K";"F2";"138";"Caspar Melchior Tscheratin Freyherr";"1618";;"mh";;;;;"11275"
"1677";"KF 1";"8v";"K";"F2";"139";"Sinzkhi Freyherr Ob(rister)";"1618";;"mh";;;;;"11629"
"1678";"KF 1";"8v";"K";"F2";"140";"von Egkh Freyherr";"1618";;"mh";;;;;"11527"
"1679";"KF 1";"8v";"K";"F2";"141";"Ladislaw Vellen Freyherr von Tscheratin";"1618";;"mh";;;;;"14610"
"1680";"KF 1";"8v";"K";"F2";"142";"Joachim von Collobrath Freyherr";"1618";;"mh";;;;;"10762"
"1681";"KF 1";"8v";"K";"F2";"143";"Jerg Christopff von Loßenstain Freyherr";"1618";;"mh";;;;;"13753"
"1682";"KF 1";"8v";"K";"F2";"144";"Sigmundt Carl Radziwil Fürst zu Olikhundt";"1618";;"mh";;;;;"14477"
"1683";"KF 1";"8v";"K";"F2";"145";"Seyfridt Christopff Preiner Freyherr";"1618";;"mh";;;;;"10009"
"1684";"KF 1";"8v";"K";"F2";"146";"Graff Don Piero";"1618";;"mh";;;;;"12509"
"1685";"KF 1";"8v";"K";"F2";"147";"Hanß Christoff v(on) Reiffenberg Freyherr";"1618";;"mh";;;"abweichender Vorname als Irrtum des Schreibers gewertet";;"14502"
"1686";"KF 1";"8v";"K";"F2";"148";"Hartwig Wratislaw Freyherr";"1618";;"mh";;;;;"11363"
"1687";"KF 1";"8v";"K";"F2";"149";"Wilhelbm Klonofskhi Freyherr";"1618";;"mh";;;;;"14602"
"1688";"KF 1";"8v";"K";"F2";"150";"Graff Maximilian Trautson";"1618";;"mh";;;;;"12248"
"1689";"KF 1";"8v";"K";"F2";"151";"Berchtoldt Wolkhenstain Freyherr";"1618";;"mh";;;;;"13168"
"1690";"KF 1";"9r";"K";"F2";"152";"Hanß Caspar v(on) Stadian Freyherr";"1619";;"mh";;;;;"11310"
"1691";"KF 1";"9r";"K";"F2";"153";"Graff Ernst Montecucoli";"1619";;"mh";;;;;"10893"
"1692";"KF 1";"9r";"K";"F2";"154";"Graff Sigmundt von Thurn";"1619";;"mh";;;;;"11796"
"1693";"KF 1";"9r";"K";"F2";"155";"Maximilian Preiner Freyherr";"1619";;"mh";;;;;"10104"
"1694";"KF 1";"9r";"K";"F2";"156";"Anthoni von Slabatha Freyherr";"1619";;"mh";;;"abweichender Vorname als Irrtum des Schreibers gewertet";;"11758"
"1695";"KF 1";"9r";"K";"F2";"157";"Fortunat von Wolkhenstain Freyherr";"1619";;"mh";;;;;"13146"
"1696";"KF 1";"9r";"K";"F2";"158";"Leonhardt Carl von Harach Freyherr";"1619";;"mh";;;;;"10114"
"1697";"KF 1";"9r";"K";"F2";"159";"Leonhardt Seyfridt Preiner Freyherr";"1619";;"mh";;;;;"10448"
"1698";"KF 1";"9r";"K";"F2";"160";"Hanß Christopff Löbl Freyherr";"1619";;"mh";;;;;"11081"
"1699";"KF 1";"9r";"K";"F2";"161";"Florian Dietrich v(on) Sora Freyherr";"1619";;"mh";;;;;"11231"
"1700";"KF 1";"9r";"K";"F2";"162";"Carl v(on) Tscheratin Freyherr";"1619";;"mh";;;;;"11290"
"1701";"KF 1";"9r";"K";"F2";"163";"Leonhardt Helfridt Graff von Mekhau";"1619";;"mh";;;;;"10024"
"1702";"KF 1";"9r";"K";"F2";"164";"Maximilian von Lichtenstain Freyherr";"1619";;"mh";;;;;"10052"
"1703";"KF 1";"9r";"K";"F2";"165";"Carl von Harach Freyherr";"1619";;"mh";;;;;"10113"
"1704";"KF 1";"9r";"K";"F2";"166";"Wratislaw v(on) Pernstain Freyherr";"1619";;"mh";;;;;"12315"
"1705";"KF 1";"9r";"K";"F2";"167";"Adam von Herbenstain Freyherr";"1619";;"mh";;;;;"10644"
"1706";"KF 1";"9r";"K";"F2";"168";"Georg Anders von Hoffkirchen";"1619";;"mh";;;;;"12655"
"1707";"KF 1";"9r";"K";"F2";"169";"Wolff Sigmundt von Losenstain Freyherr";"1619";;"mh";;;;;"10137"
"1708";"KF 1";"9r";"K";"F2";"170";"Zdenkho Popel Freyherr";"1619";;"mh";;;;;"10132"
"1709";"KF 1";"9v";"K";"F2";"171";"Rudolff von Tieffenbach Freyherr Ob(rister)";"1619";;"mh";;;;;"10046"
"1710";"KF 1";"9v";"K";"F2";"172";"Paul Sixt Trautson Freyherr";"1619";;"mh";;;;;"10150"
"1711";"KF 1";"9v";"K";"F2";"173";"Maximilian von Trautmanstorff Graff";"1619";;"mh";;;;;"10003"
"1712";"KF 1";"9v";"K";"F2";"174";"Ferdinand Ob(rister) v(on) Mekhau Freyherr";"1619";;"mh";;;;;"11657"
"1713";"KF 1";"9v";"K";"F2";"175";"Gundakher v(on) Polhaimb Freyherr";"1619";;"mh";;;;;"10127"
"1714";"KF 1";"9v";"K";"F2";"176";"Georg Bernhardt Urschenpökh Freyherr";"1619";;"mh";;;;;"13891"
"1715";"KF 1";"9v";"K";"F2";"177";"Balthaußer von Hoiß Freyherr";"1619";;"mh";;;;;"10117"
"1716";"KF 1";"9v";"K";"F2";"178";"Sesima von Wiermb Freyherr";"1619";;"mh";;;"abweichender Vorname als Irrtum des Schreibers gewertet";;"10424"
