NULL,NULL,,,,,,,,,,,,,,,,
"52.2589","9.0438",,"Bückeburg",,,,,,,,,,,,,,
NULL,NULL,,"Bucsány",,,,,,,,,"Bučany","Bučany",,,,
"49.2364","18.7345",,"Budatín an der Kischütz",,,,,,,,,,,,,,
"50.4047","14.1239",,"Budin an der Eger",,,,,,,,,,,,,,
"48.9746","14.4743",,"Budweis in Böhmen",,,,,,,,,,,,,,
"48.5903","9.7933",,"Bühringen",,,,,,,,,,,,,,
"49.4803","22.0630",,"Bukowsko",,,,,,,,,,,,,,
"48.2183","5.8096",,"Bulgnéville",,,,,,,,,,,,,,
"48.0329","7.7630",,"Büningen im Breisgau",,,,,,,,,,,,,,
"51.2630","15.5648",,"Bunzlau",,,,,,,,,,,,,,
"48.1563","12.8292",,"Burghausen an der Salzach",,,,,,,,,,,,,,
"42.3408","-3.7045",,"Burgos",,,,,,,,,,,,,,
"46.7190","15.2647",,"Burgstall an der Sulm",,,,,,,,,,,,,,
"50.9212","13.8588",,"Burkhardswalde im Müglitztal",,,,,,,,,,,,,,
"49.1492","17.0013","cs","Butschowitz in Mähren",,,,,,,,,"Bučovice",,,,,
"51.1953","6.6075",,"Büttgen am Niederrhein",,,,,,,,,,,,,,
"53.4771","9.7008",,"Buxtehude",,,,,,,,,,,,,,
"45.0484","16.0313",,"Bužim",,,,,,,,,,,,,,
NULL,NULL,,"Cádiz",,,,,,,,,,,,,,
"49.4600","10.8503",,"Cadolzburg",,,,,,,,,,,,,,
"43.9648","11.2949",,"Cafaggiolo del Mugello",,,,,,,,,,,,,,
"44.7369","8.3370",,"Calamandrana",,,,,,,,,,,,,,
"52.1962","9.7960",,"Calenberg an der Leine",,,,,,,,,,,,,,
"50.2980","8.2712",,"Camberg im Taunus",,,,,,,,,,,,,,
NULL,NULL,,"Cambrai","Camaracum",,,"Kamerĳk",,,,,,,,,,"Kamerich"
NULL,NULL,,"Cambrai:Kathedrale",,,,,,,,,,,,,,
NULL,NULL,,"Cammin in Pommern",,,,,,,,"Kamień Pomorski",,,,,,
"45.9708","8.9708",,"Campione am Luganersee",,,,,,,,,,,,,,
"51.1772","4.4635",,"Cantecroy",,,,,,,,,,,,,,
"41.1067","14.2075",,"Capua",,,,,,,,,,,,,,
"41.9144","1.6856",,"Cardona",,,,,,,,,,,,,,
"27.9161","-107.0530",,"Carichíc",,,,,,,,,,,,,,
"44.9067","7.6756",,"Carignano",,,,,,,,,,,,,,
"51.7667","15.8045",,"Carolath in Schlesien",,,,,,,,,,,,,,
"45.1375","8.4462",,"Casale Monferrato",,,,,,,,,,,,,,
"45.1396","10.5465",,"Casatico",,,,,,,,,,,,,,
"46.1691","9.5954",,"Caspano",,,,,,,,,,,,,,
"45.0267","14.6186","hr","Cassione","Castilionum",,,,,"Cassione",,,,,,,"Košljun",
NULL,NULL,,"Cassione:Franziskanerkloster",,,,,,,,,,,,,,
"45.2978","10.4750",,"Castel Goffredo",,,,,,,,,,,,,,
"40.4176","15.2297",,"Castel San Lorenzo",,,,,,,,,,,,,,
"45.8889","10.9913",,"Castelcorno",,,,,,,,,,,,,,
NULL,NULL,,"Castelnuovo Bormida",,,,,,,,,,,,,,
"45.9143","11.0175",,"Castelnuovo di Noarna",,,,,,,,,,,,,,
"44.9808","8.8810",,"Castelnuovo Scrivia",,,,,,,,,,,,,,
"44.1418","11.1534",,"Castiglione dei Gatti",,,,,,,,,,,,,,
"45.3914","10.4912",,"Castiglione delle Stiviere",,,,,,,,,,,,,,
"45.2230","9.6928",,"Castiglione Lodigiano",,,,,,,,,,,,,,
"50.1307","16.1870",,"Častolovice",,,,,,,,,,,,,,
"41.6225","14.5633",,"Castropignano",,,,,,,,,,,,,,
"45.2971","11.7885",,"Cataio sul Padovano",,,,,,,,,,,,,,
"40.7055","14.7162",,"Cava dei Tirreni",,,,,,,,,,,,,,
"45.3523","10.5991",,"Cavriana",,,,,,,,,,,,,,
